wavelength,reflectance,diffuse_transmittance
729,0.37507,0.41194
730,0.38093,0.41761
731,0.38648,0.42295
732,0.39175,0.4281
733,0.39671,0.43299
734,0.4014,0.43754
735,0.40583,0.44182
736,0.40998,0.44587
737,0.41387,0.44969
738,0.4175,0.45328
739,0.42086,0.45663
740,0.42399,0.45976
741,0.42689,0.46266
742,0.42958,0.46538
743,0.43205,0.46786
744,0.43431,0.47018
745,0.43635,0.47236
746,0.4382,0.47434
747,0.43986,0.47615
748,0.44136,0.47783
749,0.4427,0.47937
750,0.44388,0.48077
751,0.44495,0.4821
752,0.44589,0.48341
753,0.44672,0.48466
754,0.44745,0.48585
755,0.44808,0.48702
756,0.44864,0.4881
757,0.44913,0.48916
758,0.44955,0.49016
759,0.4499,0.49111
760,0.4502,0.492
761,0.45046,0.49284
762,0.45067,0.49366
763,0.45082,0.4944
764,0.45093,0.49512
765,0.45102,0.4958
766,0.45107,0.49643
767,0.4511,0.49697
768,0.45111,0.49755
769,0.4511,0.49805
770,0.45108,0.49851
771,0.45104,0.49893
772,0.45099,0.49934
773,0.45095,0.49969
774,0.45091,0.50004
775,0.45085,0.50032
776,0.45082,0.5006
777,0.45076,0.50082
778,0.4507,0.50101
779,0.45067,0.50121
780,0.45063,0.50135
781,0.45059,0.50147
782,0.45055,0.50159
783,0.45052,0.5017
784,0.45049,0.50182
785,0.45045,0.50194
786,0.45043,0.50206
787,0.45042,0.50219
788,0.45038,0.50234
789,0.45036,0.50246
790,0.45034,0.50255
791,0.4503,0.50266
792,0.45029,0.50278
793,0.45026,0.50289
794,0.45021,0.50301
795,0.45018,0.50312
796,0.45017,0.50324
797,0.45016,0.50335
798,0.45015,0.50347
799,0.45014,0.50359
800,0.45013,0.50367
801,0.45011,0.50377
802,0.45009,0.50388
803,0.45007,0.504
804,0.45006,0.50407
805,0.45005,0.50418
806,0.45005,0.50429
807,0.45003,0.5044
808,0.45001,0.50451
809,0.45,0.50458
810,0.44998,0.50469
811,0.44997,0.50476
812,0.44997,0.50486
813,0.44995,0.50493
814,0.44993,0.50503
815,0.4499,0.50513
816,0.44987,0.5052
817,0.44988,0.5053
818,0.44989,0.50536
819,0.4499,0.50546
820,0.4499,0.50553
821,0.4499,0.50562
822,0.44991,0.50567
823,0.44991,0.50577
824,0.4499,0.50586
825,0.44989,0.50595
826,0.44989,0.50599
827,0.4499,0.50608
828,0.4499,0.50613
829,0.4499,0.5062
830,0.4499,0.50628
831,0.44991,0.50633
832,0.44992,0.5064
833,0.44992,0.50644
834,0.44993,0.50649
835,0.44995,0.50655
836,0.44997,0.50663
837,0.44999,0.50668
838,0.45002,0.50678
839,0.45005,0.50683
840,0.45007,0.50692
841,0.45009,0.50698
842,0.45011,0.50707
843,0.45014,0.50712
844,0.45016,0.50722
845,0.45018,0.50727
846,0.4502,0.50736
847,0.45023,0.50742
848,0.45026,0.50751
849,0.45029,0.50756
850,0.45032,0.50766
851,0.45034,0.50771
852,0.45036,0.50777
853,0.45038,0.50782
854,0.4504,0.50791
855,0.45041,0.50796
856,0.45043,0.50801
857,0.45046,0.50807
858,0.45048,0.50816
859,0.45048,0.50821
860,0.45048,0.50829
861,0.45049,0.50838
862,0.45051,0.50843
863,0.45054,0.50852
864,0.45057,0.50857
865,0.45058,0.50862
866,0.45058,0.50862
867,0.45059,0.50867
868,0.45059,0.50872
869,0.45059,0.50878
870,0.45059,0.50886
871,0.45059,0.5089
872,0.45059,0.50898
873,0.45058,0.50907
874,0.45059,0.50911
875,0.45058,0.50919
876,0.45058,0.50924
877,0.45059,0.50931
878,0.45058,0.50936
879,0.45056,0.50944
880,0.45055,0.50948
881,0.45054,0.50956
882,0.45054,0.5096
883,0.45053,0.50964
884,0.45051,0.50971
885,0.4505,0.50979
886,0.45049,0.50984
887,0.45047,0.50992
888,0.45046,0.50995
889,0.45045,0.51003
890,0.45044,0.51008
891,0.45043,0.51015
892,0.45043,0.51018
893,0.45043,0.51027
894,0.45041,0.51031
895,0.45038,0.51038
896,0.45036,0.51042
897,0.45036,0.5105
898,0.45035,0.51054
899,0.45033,0.51061
900,0.45029,0.51065
901,0.45028,0.51068
902,0.45026,0.51075
903,0.45025,0.51078
904,0.45023,0.51086
905,0.45022,0.5109
906,0.4502,0.51093
907,0.45017,0.51099
908,0.45016,0.51102
909,0.45013,0.5111
910,0.4501,0.51114
911,0.45008,0.5112
912,0.45006,0.51122
913,0.45004,0.51128
914,0.45002,0.51131
915,0.44999,0.51134
916,0.44994,0.5114
917,0.44991,0.5114
918,0.44987,0.51145
919,0.44982,0.51147
920,0.44979,0.51154
921,0.44973,0.51154
922,0.44969,0.51154
923,0.44966,0.51157
924,0.4496,0.51158
925,0.44954,0.51162
926,0.44947,0.51165
927,0.44941,0.51165
928,0.44935,0.51162
929,0.44926,0.51158
930,0.44916,0.51154
931,0.44908,0.51153
932,0.44896,0.51153
933,0.44885,0.51154
934,0.44875,0.51157
935,0.44864,0.51156
936,0.44852,0.51146
937,0.4484,0.51138
938,0.44827,0.51134
939,0.44811,0.51135
940,0.44798,0.5113
941,0.44787,0.51119
942,0.44774,0.51117
943,0.44757,0.51112
944,0.44741,0.51108
945,0.44723,0.51097
946,0.44703,0.51085
947,0.44682,0.51073
948,0.44659,0.51062
949,0.44637,0.51041
950,0.44612,0.5101
951,0.44584,0.50991
952,0.44557,0.5098
953,0.44529,0.50962
954,0.445,0.50938
955,0.44471,0.50917
956,0.44444,0.50899
957,0.44419,0.50882
958,0.44394,0.50872
959,0.44369,0.50859
960,0.4435,0.50842
961,0.44333,0.5083
962,0.44317,0.50827
963,0.44303,0.50832
964,0.44293,0.50832
965,0.44282,0.50831
966,0.44272,0.50826
967,0.44265,0.50827
968,0.44258,0.50829
969,0.44253,0.50828
970,0.44251,0.50826
971,0.4425,0.50825
972,0.44247,0.50831
973,0.44247,0.50837
974,0.44246,0.50842
975,0.44243,0.50846
976,0.44242,0.5085
977,0.44245,0.50856
978,0.44249,0.50865
979,0.44251,0.50876
980,0.44254,0.50883
981,0.44257,0.50894
982,0.44263,0.50905
983,0.4427,0.50913
984,0.44276,0.50922
985,0.4428,0.50927
986,0.44285,0.50932
987,0.44293,0.50935
988,0.443,0.50937
989,0.44309,0.50943
990,0.44319,0.50953
991,0.44328,0.50965
992,0.44339,0.50977
993,0.44348,0.50991
994,0.44356,0.51005
995,0.44363,0.5102
996,0.44369,0.51036
997,0.44383,0.51053
998,0.44391,0.51068
999,0.44397,0.5108
1000,0.44412,0.51092
1001,0.44546,0.51109
1002,0.44556,0.51125
1003,0.44565,0.51137
1004,0.44574,0.51149
1005,0.44586,0.51161
1006,0.44597,0.5117
1007,0.44609,0.51184
1008,0.4462,0.51194
1009,0.44629,0.51208
1010,0.44639,0.51221
1011,0.44648,0.51239
1012,0.44656,0.51253
1013,0.44666,0.51265
1014,0.44677,0.51278
1015,0.44687,0.51287
1016,0.44696,0.51299
1017,0.44705,0.51315
1018,0.44713,0.51332
1019,0.4472,0.51346
1020,0.44728,0.51365
1021,0.44737,0.51382
1022,0.44745,0.51399
1023,0.44753,0.51413
1024,0.44761,0.51426
1025,0.44767,0.51439
1026,0.44773,0.51451
1027,0.44779,0.51464
1028,0.44785,0.51481
1029,0.44793,0.51492
1030,0.448,0.51504
1031,0.44807,0.5151
1032,0.44814,0.51518
1033,0.44818,0.51524
1034,0.44822,0.51532
1035,0.44826,0.5154
1036,0.44829,0.51548
1037,0.44834,0.51559
1038,0.4484,0.5157
1039,0.44846,0.51582
1040,0.44852,0.51592
1041,0.44856,0.51606
1042,0.4486,0.51616
1043,0.44863,0.5163
1044,0.44865,0.51643
1045,0.44869,0.5165
1046,0.44874,0.51655
1047,0.44879,0.51665
1048,0.44883,0.51675
1049,0.44888,0.5168
1050,0.44893,0.51688
1051,0.44897,0.51696
1052,0.44902,0.51708
1053,0.44906,0.5172
1054,0.4491,0.51728
1055,0.44915,0.51731
1056,0.44919,0.51734
1057,0.44925,0.5174
1058,0.4493,0.51746
1059,0.44935,0.51752
1060,0.44938,0.51759
1061,0.44943,0.51766
1062,0.44946,0.51776
1063,0.4495,0.51781
1064,0.44954,0.51786
1065,0.44957,0.51787
1066,0.44962,0.51784
1067,0.44966,0.51789
1068,0.44968,0.5179
1069,0.4497,0.51795
1070,0.44972,0.51803
1071,0.44971,0.51807
1072,0.44972,0.51812
1073,0.44974,0.51816
1074,0.44976,0.51824
1075,0.44978,0.51827
1076,0.4498,0.51833
1077,0.44981,0.51835
1078,0.44982,0.51843
1079,0.44983,0.51847
1080,0.44982,0.5185
1081,0.44982,0.51852
1082,0.44982,0.51853
1083,0.44981,0.51853
1084,0.44981,0.5185
1085,0.4498,0.51852
1086,0.44979,0.51854
1087,0.44979,0.51859
1088,0.44977,0.5186
1089,0.44976,0.51865
1090,0.44975,0.51868
1091,0.44972,0.51868
1092,0.44969,0.51869
1093,0.44965,0.5187
1094,0.44962,0.51867
1095,0.44958,0.51867
1096,0.44954,0.51865
1097,0.44949,0.5187
1098,0.44944,0.51871
1099,0.44938,0.51871
1100,0.44932,0.51872
1101,0.44925,0.51873
1102,0.44919,0.51871
1103,0.44913,0.51869
1104,0.44907,0.51869
1105,0.44899,0.51869
1106,0.4489,0.51873
1107,0.44881,0.51874
1108,0.44874,0.51871
1109,0.44866,0.51866
1110,0.44859,0.51859
1111,0.44852,0.51854
1112,0.44846,0.51847
1113,0.44837,0.51841
