wavelength,reflectance,diffuse_transmittance
731,0.36881,0.4233
732,0.37465,0.42923
733,0.38019,0.43487
734,0.38545,0.44013
735,0.39044,0.44509
736,0.39514,0.44978
737,0.39958,0.45422
738,0.40375,0.45839
739,0.40764,0.46228
740,0.41128,0.46591
741,0.41466,0.46928
742,0.41779,0.47244
743,0.42069,0.47534
744,0.42336,0.47803
745,0.42579,0.48055
746,0.428,0.48284
747,0.43,0.48493
748,0.43182,0.48687
749,0.43347,0.48863
750,0.43493,0.49023
751,0.43625,0.49176
752,0.43741,0.49326
753,0.43844,0.49469
754,0.43936,0.49605
755,0.44015,0.49738
756,0.44086,0.49861
757,0.4415,0.49981
758,0.44203,0.50094
759,0.44249,0.50201
760,0.4429,0.50301
761,0.44323,0.50396
762,0.44353,0.50487
763,0.44376,0.5057
764,0.44394,0.5065
765,0.4441,0.50724
766,0.44419,0.50793
767,0.44424,0.50853
768,0.44428,0.50915
769,0.44432,0.50969
770,0.44432,0.51017
771,0.44429,0.51061
772,0.44428,0.51105
773,0.44427,0.5114
774,0.44424,0.51175
775,0.44419,0.51202
776,0.44417,0.51229
777,0.44412,0.51249
778,0.44405,0.51266
779,0.44399,0.51283
780,0.44396,0.51294
781,0.44395,0.51303
782,0.44393,0.51312
783,0.44389,0.51321
784,0.44386,0.5133
785,0.44384,0.51339
786,0.44383,0.51348
787,0.44379,0.51357
788,0.44376,0.5137
789,0.44375,0.51379
790,0.44373,0.51385
791,0.44369,0.51394
792,0.44368,0.51403
793,0.44366,0.51412
794,0.44363,0.5142
795,0.44361,0.51429
796,0.44359,0.51438
797,0.44358,0.51447
798,0.44358,0.51456
799,0.44355,0.51465
800,0.44352,0.51471
801,0.44349,0.51479
802,0.44348,0.51488
803,0.44348,0.51496
804,0.44348,0.51502
805,0.44347,0.5151
806,0.44346,0.51519
807,0.44346,0.51527
808,0.44345,0.51536
809,0.44343,0.51541
810,0.44342,0.5155
811,0.44342,0.51554
812,0.44342,0.51563
813,0.44339,0.51567
814,0.44337,0.51575
815,0.44335,0.51584
816,0.44334,0.51588
817,0.44336,0.51596
818,0.44337,0.51601
819,0.44338,0.51609
820,0.44339,0.51614
821,0.4434,0.51621
822,0.44341,0.51625
823,0.44342,0.51633
824,0.44342,0.5164
825,0.44342,0.51647
826,0.44343,0.5165
827,0.44347,0.51657
828,0.44351,0.51661
829,0.44353,0.51666
830,0.44354,0.51673
831,0.44357,0.51677
832,0.4436,0.51683
833,0.44361,0.51685
834,0.44362,0.51689
835,0.44364,0.51693
836,0.44371,0.517
837,0.44376,0.51704
838,0.44379,0.51712
839,0.44382,0.51716
840,0.44386,0.51723
841,0.4439,0.51728
842,0.44394,0.51735
843,0.44398,0.51739
844,0.44403,0.51747
845,0.44408,0.51751
846,0.44412,0.51759
847,0.44417,0.51763
848,0.44421,0.51771
849,0.44424,0.51775
850,0.44427,0.51783
851,0.44431,0.51787
852,0.44435,0.51791
853,0.44438,0.51795
854,0.4444,0.51803
855,0.44442,0.51807
856,0.44443,0.51811
857,0.44446,0.51815
858,0.4445,0.51823
859,0.44452,0.51827
860,0.44456,0.51834
861,0.4446,0.51842
862,0.44462,0.51846
863,0.44465,0.51854
864,0.44468,0.51858
865,0.44469,0.51861
866,0.44469,0.51861
867,0.44471,0.51865
868,0.44472,0.51869
869,0.44473,0.51873
870,0.44474,0.51881
871,0.44475,0.51884
872,0.44475,0.51891
873,0.44474,0.51899
874,0.44478,0.51902
875,0.44481,0.51909
876,0.44483,0.51913
877,0.44483,0.5192
878,0.44483,0.51924
879,0.44483,0.51931
880,0.44482,0.51934
881,0.44482,0.51941
882,0.44482,0.51945
883,0.44481,0.51948
884,0.4448,0.51955
885,0.4448,0.51962
886,0.44477,0.51966
887,0.44477,0.51973
888,0.44479,0.51976
889,0.44478,0.51983
890,0.44477,0.51987
891,0.44478,0.51993
892,0.4448,0.51996
893,0.44479,0.52004
894,0.44476,0.52008
895,0.44474,0.52015
896,0.44474,0.52017
897,0.44472,0.52025
898,0.44469,0.52028
899,0.44467,0.52035
900,0.44464,0.52038
901,0.44464,0.52041
902,0.44464,0.52048
903,0.44462,0.52051
904,0.44458,0.52058
905,0.44457,0.52062
906,0.44457,0.52065
907,0.44459,0.5207
908,0.44459,0.52073
909,0.44457,0.5208
910,0.44453,0.52084
911,0.44449,0.5209
912,0.4445,0.52092
913,0.44446,0.52098
914,0.44443,0.52101
915,0.44442,0.52104
916,0.44438,0.52109
917,0.44435,0.52109
918,0.44433,0.52114
919,0.4443,0.52117
920,0.44425,0.52123
921,0.44421,0.52123
922,0.44418,0.52124
923,0.44416,0.52128
924,0.44412,0.52129
925,0.4441,0.52132
926,0.44405,0.52136
927,0.44399,0.52137
928,0.44394,0.52135
929,0.44386,0.52132
930,0.44378,0.52129
931,0.4437,0.52128
932,0.44359,0.5213
933,0.44351,0.52131
934,0.44344,0.52134
935,0.44335,0.52134
936,0.44327,0.52126
937,0.44315,0.5212
938,0.44303,0.52117
939,0.44291,0.52119
940,0.44281,0.52115
941,0.44272,0.52107
942,0.44259,0.52107
943,0.44243,0.52104
944,0.44232,0.52101
945,0.44216,0.52091
946,0.44199,0.52082
947,0.44183,0.52072
948,0.44164,0.52062
949,0.44146,0.52045
950,0.44124,0.5202
951,0.44098,0.52005
952,0.44076,0.51997
953,0.44055,0.51983
954,0.44031,0.51963
955,0.44007,0.51945
956,0.43982,0.5193
957,0.43963,0.51916
958,0.43945,0.51909
959,0.43924,0.51897
960,0.43903,0.51883
961,0.43894,0.51875
962,0.43886,0.51873
963,0.43873,0.51878
964,0.43861,0.51878
965,0.43855,0.51877
966,0.43849,0.51873
967,0.43841,0.51874
968,0.43836,0.51876
969,0.4383,0.51875
970,0.43827,0.51873
971,0.43826,0.51872
972,0.43821,0.51878
973,0.43821,0.51884
974,0.43823,0.51889
975,0.43824,0.51892
976,0.43823,0.51897
977,0.43824,0.51901
978,0.43826,0.5191
979,0.43829,0.5192
980,0.43831,0.51926
981,0.43839,0.51937
982,0.43847,0.51947
983,0.43851,0.51954
984,0.43851,0.51961
985,0.43858,0.51965
986,0.43866,0.5197
987,0.43869,0.51971
988,0.43872,0.51972
989,0.4388,0.51977
990,0.43887,0.51986
991,0.43896,0.51996
992,0.43908,0.52007
993,0.43907,0.52019
994,0.43907,0.52032
995,0.43915,0.52046
996,0.43927,0.5206
997,0.43941,0.52075
998,0.43946,0.52089
999,0.4395,0.52099
1000,0.43964,0.52109
1001,0.44134,0.52124
1002,0.44143,0.52139
1003,0.44148,0.5215
1004,0.44156,0.5216
1005,0.44167,0.52171
1006,0.44175,0.52178
1007,0.44185,0.5219
1008,0.44192,0.52198
1009,0.44195,0.5221
1010,0.44202,0.52222
1011,0.4421,0.52238
1012,0.44218,0.52249
1013,0.44226,0.5226
1014,0.44236,0.52271
1015,0.44245,0.52278
1016,0.44252,0.52289
1017,0.4426,0.52304
1018,0.44266,0.52319
1019,0.44274,0.52331
1020,0.44283,0.52348
1021,0.44289,0.52363
1022,0.44295,0.52379
1023,0.44302,0.5239
1024,0.44309,0.52402
1025,0.44314,0.52413
1026,0.44322,0.52424
1027,0.44328,0.52435
1028,0.44334,0.52451
1029,0.44339,0.52459
1030,0.44344,0.5247
1031,0.44349,0.52475
1032,0.44353,0.52482
1033,0.44356,0.52486
1034,0.44359,0.52493
1035,0.44362,0.525
1036,0.44365,0.52506
1037,0.44368,0.52516
1038,0.44373,0.52526
1039,0.44378,0.52536
1040,0.44382,0.52545
1041,0.44388,0.52557
1042,0.4439,0.52567
1043,0.44391,0.52579
1044,0.44393,0.52591
1045,0.44395,0.52598
1046,0.44397,0.52602
1047,0.44402,0.52611
1048,0.44408,0.52619
1049,0.44413,0.52623
1050,0.44416,0.5263
1051,0.44419,0.52637
1052,0.44421,0.52649
1053,0.44423,0.5266
1054,0.44429,0.52667
1055,0.44433,0.5267
1056,0.44437,0.52671
1057,0.44443,0.52677
1058,0.44448,0.52682
1059,0.44451,0.52688
1060,0.44454,0.52695
1061,0.44455,0.52701
1062,0.44456,0.5271
1063,0.44457,0.52715
1064,0.44459,0.52719
1065,0.44465,0.5272
1066,0.4447,0.52717
1067,0.44474,0.52722
1068,0.44477,0.52723
1069,0.44479,0.52727
1070,0.4448,0.52735
1071,0.44481,0.5274
1072,0.44482,0.52744
1073,0.44484,0.52748
1074,0.44483,0.52755
1075,0.44482,0.52758
1076,0.44482,0.52765
1077,0.44482,0.52767
1078,0.44482,0.52775
1079,0.44481,0.52779
1080,0.4448,0.52782
1081,0.4448,0.52784
1082,0.44478,0.52786
1083,0.44476,0.52787
1084,0.44475,0.52784
1085,0.44474,0.52786
1086,0.44474,0.52788
1087,0.44474,0.52794
1088,0.44474,0.52796
1089,0.44472,0.528
1090,0.4447,0.52804
1091,0.44468,0.52805
1092,0.44465,0.52806
1093,0.44461,0.52808
1094,0.44457,0.52806
1095,0.44451,0.52806
1096,0.44446,0.52805
1097,0.44443,0.52811
1098,0.44439,0.52813
1099,0.44434,0.52814
1100,0.44428,0.52816
1101,0.44421,0.52817
1102,0.44416,0.52816
1103,0.44411,0.52815
1104,0.44404,0.52815
1105,0.44397,0.52816
1106,0.4439,0.52821
1107,0.44383,0.52823
1108,0.44377,0.52821
1109,0.44373,0.52817
1110,0.44368,0.5281
1111,0.44363,0.52806
1112,0.44357,0.528
1113,0.44351,0.52795
1114,0.44344,0.52798
1115,0.44334,0.52802
1116,0.44325,0.52801
1117,0.44317,0.52803
1118,0.44306,0.52804
1119,0.44295,0.52806
1120,0.44283,0.52805
1121,0.4427,0.52803
1122,0.44255,0.52801
1123,0.44238,0.528
1124,0.44221,0.52802
1125,0.44202,0.528
1126,0.44181,0.5279
1127,0.44157,0.52777
1128,0.44132,0.52762
1129,0.44104,0.52752
1130,0.44073,0.52743
1131,0.44038,0.52727
1132,0.44,0.52704
1133,0.43957,0.52673
1134,0.43913,0.52646
1135,0.43866,0.52621
1136,0.43816,0.52598
1137,0.43764,0.5257
1138,0.43711,0.5254
1139,0.43655,0.52496
1140,0.43596,0.52443
1141,0.43536,0.52391
1142,0.43476,0.52352
1143,0.43411,0.52318
1144,0.4335,0.52275
