wavelength(nm),reflectance,diffuse_transmittancee
1808,0.67002,0
1809,0.67032,0
1810,0.67063,0
1811,0.67092,0
1812,0.67121,0
1813,0.67153,0
1814,0.67185,0
1815,0.67215,0
1816,0.67246,0
1817,0.67281,0
1818,0.67313,0
1819,0.67345,0
1820,0.67375,0
1821,0.67404,0
1822,0.67433,0
1823,0.6746,0
1824,0.67489,0
1825,0.67518,0
1826,0.67552,0
1827,0.67582,0
1828,0.67611,0
1829,0.67639,0
1830,0.67665,0
1831,0.67692,0
1832,0.67718,0
1833,0.67746,0
1834,0.67772,0
1835,0.67798,0
1836,0.67821,0
1837,0.67843,0
1838,0.67865,0
1839,0.67884,0
1840,0.67903,0
1841,0.67922,0
1842,0.67939,0
1843,0.67956,0
1844,0.6797,0
1845,0.6798,0
1846,0.67987,0
1847,0.67988,0
1848,0.67984,0
1849,0.67978,0
1850,0.67972,0
1851,0.67956,0
1852,0.67933,0
1853,0.67906,0
1854,0.67872,0
1855,0.67829,0
1856,0.67784,0
1857,0.67734,0
1858,0.67677,0
1859,0.67616,0
1860,0.67542,0
1861,0.67458,0
1862,0.67365,0
1863,0.67262,0
1864,0.67148,0
1865,0.67028,0
1866,0.66897,0
1867,0.66751,0
1868,0.66596,0
1869,0.66428,0
1870,0.6625,0
1871,0.66056,0
1872,0.65849,0
1873,0.65631,0
1874,0.65396,0
1875,0.65142,0
1876,0.64872,0
1877,0.64581,0
1878,0.64278,0
1879,0.6396,0
1880,0.63615,0
1881,0.63248,0
1882,0.62865,0
1883,0.6246,0
1884,0.6203,0
1885,0.61579,0
1886,0.6111,0
1887,0.60617,0
1888,0.60102,0
1889,0.59568,0
1890,0.59021,0
1891,0.58459,0
1892,0.57886,0
1893,0.57299,0
1894,0.56703,0
1895,0.56097,0
1896,0.55487,0
1897,0.54877,0
1898,0.54271,0
1899,0.53671,0
1900,0.5308,0
1901,0.52499,0
1902,0.51931,0
1903,0.51381,0
1904,0.50846,0
1905,0.50332,0
1906,0.49836,0
1907,0.49365,0
1908,0.48923,0
1909,0.48503,0
1910,0.48105,0
1911,0.4773,0
1912,0.47374,0
1913,0.47043,0
1914,0.46732,0
1915,0.46442,0
1916,0.46173,0
1917,0.45925,0
1918,0.45694,0
1919,0.4548,0
1920,0.45288,0
1921,0.45114,0
1922,0.44957,0
1923,0.44816,0
1924,0.44692,0
1925,0.44588,0
1926,0.44497,0
1927,0.44421,0
1928,0.4436,0
1929,0.44315,0
1930,0.44281,0
1931,0.44261,0
1932,0.44254,0
1933,0.44259,0
1934,0.44276,0
1935,0.44303,0
1936,0.44343,0
1937,0.44395,0
1938,0.44454,0
1939,0.44523,0
1940,0.44601,0
1941,0.44686,0
1942,0.44778,0
1943,0.44878,0
1944,0.44984,0
1945,0.45097,0
1946,0.45217,0
1947,0.4534,0
1948,0.45464,0
1949,0.45593,0
1950,0.45725,0
1951,0.4586,0
1952,0.45997,0
1953,0.4614,0
1954,0.46287,0
1955,0.46433,0
1956,0.46581,0
1957,0.46729,0
1958,0.46877,0
1959,0.47029,0
1960,0.47181,0
1961,0.47335,0
1962,0.4749,0
1963,0.47645,0
1964,0.47801,0
1965,0.47959,0
1966,0.48116,0
1967,0.48271,0
1968,0.48427,0
1969,0.48582,0
1970,0.48739,0
1971,0.48896,0
1972,0.49051,0
1973,0.49209,0
1974,0.49366,0
1975,0.49524,0
1976,0.49686,0
1977,0.49845,0
1978,0.50003,0
1979,0.50161,0
1980,0.50323,0
1981,0.50486,0
1982,0.50646,0
1983,0.50806,0
1984,0.50962,0
1985,0.51118,0
1986,0.51275,0
1987,0.51435,0
1988,0.5159,0
1989,0.51745,0
1990,0.51898,0
1991,0.5205,0
1992,0.52198,0
1993,0.52346,0
1994,0.52493,0
1995,0.52638,0
1996,0.52782,0
1997,0.52926,0
1998,0.53063,0
1999,0.53196,0
2000,0.53322,0
2001,0.53451,0
2002,0.53576,0
2003,0.53701,0
2004,0.53832,0
2005,0.53952,0
2006,0.54068,0
2007,0.54179,0
2008,0.54287,0
2009,0.54386,0
2010,0.54485,0
2011,0.54582,0
2012,0.54672,0
2013,0.5476,0
2014,0.54845,0
2015,0.54928,0
2016,0.55006,0
2017,0.55082,0
2018,0.55152,0
2019,0.55218,0
2020,0.55275,0
2021,0.55327,0
2022,0.55374,0
2023,0.55416,0
2024,0.55457,0
2025,0.55494,0
2026,0.55526,0
2027,0.55552,0
2028,0.55573,0
2029,0.55589,0
2030,0.556,0
2031,0.55607,0
2032,0.55609,0
2033,0.5561,0
2034,0.55608,0
2035,0.55601,0
2036,0.55591,0
2037,0.55576,0
2038,0.55557,0
2039,0.55538,0
2040,0.55519,0
2041,0.55499,0
2042,0.55476,0
2043,0.55451,0
2044,0.55427,0
2045,0.55401,0
2046,0.55378,0
2047,0.55358,0
2048,0.55336,0
2049,0.55314,0
2050,0.55291,0
2051,0.55266,0
2052,0.55244,0
2053,0.55224,0
2054,0.55207,0
2055,0.55197,0
2056,0.55188,0
2057,0.5518,0
2058,0.55174,0
2059,0.55171,0
2060,0.5517,0
2061,0.55171,0
2062,0.55176,0
2063,0.55181,0
2064,0.5519,0
2065,0.55199,0
2066,0.55211,0
2067,0.55223,0
2068,0.55233,0
2069,0.55244,0
2070,0.55257,0
2071,0.55268,0
2072,0.55281,0
2073,0.55296,0
2074,0.55312,0
2075,0.55329,0
2076,0.55347,0
2077,0.55365,0
2078,0.55384,0
2079,0.55403,0
2080,0.55421,0
2081,0.55439,0
2082,0.55457,0
2083,0.55474,0
2084,0.55491,0
2085,0.5551,0
2086,0.55526,0
2087,0.55544,0
2088,0.55561,0
2089,0.55578,0
2090,0.55595,0
2091,0.55612,0
2092,0.55629,0
2093,0.55645,0
2094,0.55662,0
2095,0.55679,0
2096,0.55694,0
2097,0.55713,0
2098,0.55736,0
2099,0.55759,0
2100,0.55784,0
2101,0.55807,0
2102,0.55832,0
2103,0.55859,0
2104,0.55887,0
2105,0.5592,0
2106,0.55952,0
2107,0.55985,0
2108,0.56019,0
2109,0.56057,0
2110,0.56091,0
2111,0.56124,0
2112,0.5616,0
2113,0.56195,0
2114,0.56229,0
2115,0.56265,0
2116,0.563,0
2117,0.56332,0
2118,0.56367,0
2119,0.56402,0
2120,0.56439,0
2121,0.56476,0
2122,0.56513,0
2123,0.56549,0
2124,0.56587,0
2125,0.56618,0
2126,0.56646,0
2127,0.56673,0
2128,0.56694,0
2129,0.56716,0
2130,0.5674,0
2131,0.56757,0
2132,0.56771,0
2133,0.56784,0
2134,0.56791,0
2135,0.568,0
2136,0.56807,0
2137,0.56819,0
2138,0.56831,0
2139,0.56844,0
2140,0.56858,0
2141,0.5687,0
2142,0.56881,0
2143,0.56888,0
2144,0.56897,0
2145,0.56903,0
2146,0.56912,0
2147,0.56923,0
2148,0.56931,0
2149,0.56941,0
2150,0.56948,0
2151,0.56953,0
2152,0.56957,0
2153,0.56962,0
2154,0.56964,0
2155,0.56962,0
2156,0.56961,0
2157,0.56959,0
2158,0.56952,0
2159,0.56945,0
2160,0.56938,0
2161,0.56931,0
2162,0.56921,0
2163,0.56915,0
2164,0.56909,0
2165,0.56907,0
2166,0.56907,0
2167,0.56907,0
2168,0.56908,0
2169,0.56911,0
2170,0.56915,0
2171,0.5692,0
2172,0.56926,0
2173,0.56935,0
2174,0.56945,0
2175,0.56957,0
2176,0.56972,0
2177,0.56992,0
2178,0.57011,0
2179,0.57029,0
2180,0.57049,0
2181,0.57066,0
2182,0.57084,0
2183,0.57102,0
2184,0.57123,0
2185,0.57149,0
2186,0.57169,0
2187,0.57185,0
2188,0.57206,0
2189,0.57224,0
2190,0.57244,0
2191,0.57269,0
2192,0.57291,0
2193,0.57309,0
2194,0.57332,0
2195,0.57356,0
2196,0.5738,0
2197,0.57404,0
2198,0.57428,0
2199,0.57454,0
2200,0.57476,0
2201,0.57499,0
2202,0.57519,0
2203,0.57537,0
2204,0.57553,0
2205,0.57571,0
2206,0.57587,0
2207,0.57602,0
2208,0.57619,0
2209,0.57634,0
2210,0.5765,0
2211,0.5766,0
2212,0.57667,0
2213,0.57673,0
2214,0.57675,0
2215,0.57675,0
2216,0.57674,0
2217,0.57667,0
2218,0.57657,0
2219,0.57644,0
2220,0.57629,0
2221,0.57608,0
2222,0.57582,0
2223,0.5755,0
2224,0.57512,0
2225,0.57466,0
2226,0.57414,0
2227,0.57353,0
2228,0.57283,0
2229,0.57203,0
2230,0.57115,0
2231,0.57019,0
2232,0.56915,0
2233,0.56803,0
2234,0.56685,0
2235,0.56556,0
2236,0.56423,0
2237,0.56288,0
2238,0.56143,0
2239,0.5599,0
2240,0.55831,0
2241,0.55659,0
2242,0.5549,0
2243,0.55316,0
2244,0.55142,0
2245,0.54967,0
2246,0.54788,0
2247,0.546,0
2248,0.54418,0
2249,0.54236,0
2250,0.54056,0
2251,0.53883,0
2252,0.53704,0
2253,0.53522,0
2254,0.53344,0
2255,0.53161,0
2256,0.52985,0
2257,0.52813,0
2258,0.52647,0
2259,0.52483,0
2260,0.52324,0
2261,0.52166,0
2262,0.52009,0
2263,0.51854,0
2264,0.51706,0
2265,0.5157,0
2266,0.5144,0
2267,0.51315,0
2268,0.51195,0
2269,0.51075,0
2270,0.50961,0
2271,0.50854,0
2272,0.50757,0
2273,0.50667,0
2274,0.50588,0
2275,0.5051,0
2276,0.50442,0
2277,0.5037,0
2278,0.50297,0
2279,0.5023,0
2280,0.50164,0
2281,0.50098,0
2282,0.50041,0
2283,0.49975,0
2284,0.49904,0
2285,0.49829,0
2286,0.49751,0
2287,0.49667,0
2288,0.4958,0
2289,0.49487,0
2290,0.4939,0
2291,0.49282,0
2292,0.49165,0
2293,0.49044,0
2294,0.48911,0
2295,0.48778,0
2296,0.48641,0
2297,0.48501,0
2298,0.48357,0
2299,0.48206,0
2300,0.48049,0
2301,0.47893,0
2302,0.47739,0
2303,0.47588,0
2304,0.47449,0
2305,0.4732,0
2306,0.47205,0
2307,0.47108,0
2308,0.47029,0
2309,0.46976,0
2310,0.46956,0
2311,0.46967,0
2312,0.47011,0
2313,0.47097,0
2314,0.47214,0
2315,0.47359,0
2316,0.47522,0
2317,0.47697,0
2318,0.47873,0
2319,0.48041,0
2320,0.482,0
2321,0.48343,0
2322,0.48468,0
2323,0.48568,0
2324,0.48647,0
2325,0.48705,0
2326,0.48746,0
2327,0.48763,0
2328,0.48772,0
2329,0.48762,0
2330,0.48747,0
2331,0.4872,0
2332,0.48692,0
2333,0.48663,0
2334,0.48623,0
2335,0.48575,0
2336,0.48519,0
2337,0.48452,0
2338,0.48381,0
2339,0.48304,0
2340,0.48223,0
2341,0.48133,0
2342,0.48041,0
2343,0.4794,0
2344,0.47848,0
2345,0.4775,0
2346,0.47675,0
2347,0.4761,0
2348,0.47567,0
2349,0.47543,0
2350,0.47539,0
2351,0.47561,0
2352,0.47597,0
2353,0.47661,0
2354,0.47725,0
2355,0.47803,0
2356,0.47878,0
2357,0.47965,0
2358,0.48033,0
2359,0.48095,0
2360,0.48146,0
2361,0.4818,0
2362,0.48206,0
2363,0.48223,0
2364,0.48229,0
2365,0.48224,0
2366,0.482,0
2367,0.48177,0
2368,0.48155,0
2369,0.48126,0
2370,0.481,0
2371,0.48066,0
2372,0.48019,0
2373,0.47969,0
2374,0.47923,0
2375,0.47885,0
2376,0.47847,0
2377,0.47806,0
2378,0.47761,0
2379,0.47711,0
2380,0.47658,0
2381,0.47616,0
2382,0.47578,0
2383,0.47535,0
2384,0.47503,0
2385,0.47466,0
2386,0.47424,0
2387,0.47392,0
2388,0.4736,0
2389,0.47329,0
2390,0.47302,0
2391,0.47274,0
2392,0.47239,0
2393,0.47208,0
2394,0.47185,0
2395,0.47151,0
2396,0.47117,0
2397,0.4708,0
2398,0.4704,0
2399,0.47009,0
2400,0.46977,0
2401,0.46949,0
2402,0.4692,0
2403,0.46872,0
2404,0.46824,0
2405,0.46768,0
2406,0.46707,0
2407,0.4666,0
2408,0.46615,0
2409,0.46567,0
2410,0.46514,0
2411,0.46459,0
2412,0.464,0
2413,0.46329,0
2414,0.46263,0
2415,0.46198,0
2416,0.46137,0
2417,0.46087,0
2418,0.46024,0
2419,0.45946,0
2420,0.45863,0
2421,0.45769,0
2422,0.45673,0
2423,0.45587,0
2424,0.45499,0
2425,0.45413,0
2426,0.45335,0
2427,0.45257,0
2428,0.45173,0
2429,0.45084,0
2430,0.44981,0
2431,0.44879,0
2432,0.44773,0
2433,0.4466,0
2434,0.44555,0
2435,0.44451,0
2436,0.44346,0
2437,0.44253,0
2438,0.44166,0
2439,0.44066,0
2440,0.43965,0
2441,0.43866,0
2442,0.4376,0
2443,0.43661,0
2444,0.4357,0
2445,0.43471,0
2446,0.43377,0
2447,0.43281,0
2448,0.43175,0
2449,0.43063,0
2450,0.42955,0
2451,0.42845,0
2452,0.42742,0
2453,0.42633,0
2454,0.42513,0
2455,0.42412,0
2456,0.42311,0
2457,0.42203,0
2458,0.42119,0
2459,0.4203,0
2460,0.4193,0
2461,0.41824,0
2462,0.41699,0
2463,0.41578,0
2464,0.4146,0
2465,0.41357,0
2466,0.41277,0
2467,0.41189,0
2468,0.41092,0
2469,0.40997,0
2470,0.4093,0
2471,0.40861,0
2472,0.40779,0
2473,0.40724,0
2474,0.40643,0
2475,0.40549,0
2476,0.40478,0
2477,0.40401,0
2478,0.40328,0
2479,0.40253,0
2480,0.40191,0
2481,0.40152,0
2482,0.40092,0
2483,0.40051,0
2484,0.40024,0
2485,0.39981,0
2486,0.39944,0
2487,0.39911,0
2488,0.39899,0
2489,0.39882,0
2490,0.39882,0
2491,0.39922,0
2492,0.39921,0
2493,0.39902,0
2494,0.39899,0
2495,0.39874,0
2496,0.39868,0
2497,0.39878,0
2498,0.39902,0
2499,0.39952,0
2500,0.39974,0
